,#,Source,neg,neu,pos,compound,created_at,text,Tweets ago
119,23,@nytimes,0.074,0.878,0.049,-0.2023,2018-10-03 19:50:04+00:00,Student loan servicer Navient is supposed to guide borrowers who qualify for a loan forgiveness program for public service workers. But a lawsuit says Navient instead tried to steer them away. https://t.co/TzaYBVNUDB,23
248,49,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 19:51:30+00:00,.@Comey subpoena considered by Republicans on Capitol Hill https://t.co/txJu54FYRH https://t.co/5xhrmNZVm4,49
243,48,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 19:56:26+00:00,Senator @lisamurkowski reacts to the Kavanaugh investigation https://t.co/OcSAsSAZ27,48
322,64,@CNN,0.099,0.847,0.054,-0.4124,2018-10-03 19:58:25+00:00,"Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you healthier, but the science behind the standing desk might not stand up to criticism. https://t.co/hPBKkHyjnp https://t.co/ilyS3y8tNH",64
238,47,@FoxNews,0.0,0.859,0.141,0.5574,2018-10-03 20:01:02+00:00,"""I'm just looking for some clarity.""

@Sen_JoeManchin reacts to the FBI's probe of the allegations leveled against Supreme Court nominee Brett Kavanaugh. https://t.co/PqeENxHrB4",47
317,63,@CNN,0.172,0.828,0.0,-0.4019,2018-10-03 20:01:03+00:00,President Trump's victim-mocking should haunt the GOP | By Tara Setmayer via @CNNOpinion https://t.co/KgdslMo6RM https://t.co/1lwqnIbekv,63
233,46,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 20:03:25+00:00,.@FLOTUS Melania Trump visits former slave facility in Ghana https://t.co/4nVdbJFCvT https://t.co/P9sEkqN2vb,46
228,45,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 20:03:56+00:00,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/8yrkCS2I8N https://t.co/X6ybEktCt2,45
223,44,@FoxNews,0.32,0.68,0.0,-0.765,2018-10-03 20:04:19+00:00,"Afridi mistreated and in failing health, family says, after rare prison visit (via @holliesmckay) https://t.co/Otm3PhWyOv https://t.co/PTATq8RtOy",44
114,22,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 20:05:03+00:00,President Trump did not offer an outright denial of the facts in our investigation. Nor did Sarah Huckabee Sanders during a subsequent briefing with reporters. https://t.co/wt7dbGzbYn,22
109,21,@nytimes,0.091,0.909,0.0,-0.5859,2018-10-03 20:09:58+00:00,"Here are the key takeaways of our investigation. Donald Trump received the equivalent today of at least $413 million from his father’s real estate empire. Much of this money came through tax schemes, including instances of outright fraud. https://t.co/hwGPwVvty7",21
312,62,@CNN,0.259,0.741,0.0,-0.7906,2018-10-03 20:11:04+00:00,"President Trump says it's a ""scary time for young men in America."" Here are the stats on false sexual assault claims https://t.co/jWnGGFNol6 https://t.co/UEg45OYmML",62
218,43,@FoxNews,0.0,0.838,0.162,0.4404,2018-10-03 20:11:34+00:00,"FBI report expected imminently, one copy to be placed in Senate Judiciary Committee safe https://t.co/zqrYk4dEEp https://t.co/DLhCfcMclb",43
307,61,@CNN,0.0,0.954,0.046,0.0772,2018-10-03 20:16:00+00:00,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers, painters and other workers keep the famous landmark shining https://t.co/9CeT2OQaYp https://t.co/lDifKnJZHA",61
213,42,@FoxNews,0.385,0.615,0.0,-0.6124,2018-10-03 20:17:32+00:00,"Philadelphia shooting outside dollar store leaves 5 injured, 1 critical: report https://t.co/bgytYze02a",42
104,20,@nytimes,0.0,0.702,0.298,0.8807,2018-10-03 20:20:05+00:00,"Since 1901, the Nobel Prize in Chemistry has been won by 177 people. Frances H. Arnold just became only the fifth woman to earn the honor. https://t.co/f8yIkA3TA0",20
208,41,@FoxNews,0.0,0.922,0.078,0.4215,2018-10-03 20:20:17+00:00,".@SenatorWicker on Kavanaugh FBI report: ""What I was told is that we expect the report today. That there will be an opportunity for every senator to go and read a copy of the report."" @TeamCavuto https://t.co/9DAKb1f74y",41
302,60,@CNN,0.0,1.0,0.0,0.0,2018-10-03 20:21:06+00:00,Typhoon Kong-rey will be the ninth tropical system of the season to impact Japan this year https://t.co/BjtARp5OtI,60
203,40,@FoxNews,0.0,0.829,0.171,0.7506,2018-10-03 20:22:00+00:00,"With an American flag in hand, Wayne Parfitt takes to the streets once or twice a week to honor his 22-year-old son, Joe, who is currently deployed overseas with the U.S. Army. https://t.co/VRCBlObJon https://t.co/wdY9ylX8Sg",40
198,39,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 20:22:27+00:00,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high for the second day in a row. It marks the 15th rec…,39
297,59,@CNN,0.197,0.803,0.0,-0.5994,2018-10-03 20:25:39+00:00,"RT @TheLeadCNN: ""There appears to be no bottom"": @jaketapper gives his take on President Trump's mocking of Christine Blasey Ford at a rall…",59
292,58,@CNN,0.103,0.897,0.0,-0.34,2018-10-03 20:29:56+00:00,"The Senate passed legislation intended to combat the opioid epidemic, in a rare moment of unity between Republican and Democratic lawmakers https://t.co/JFTpQKhMSw https://t.co/opVmPzC99Z",58
287,57,@CNN,0.101,0.899,0.0,-0.4019,2018-10-03 20:31:00+00:00,"White House press secretary Sarah Sanders says President Trump was simply ""stating the facts"" in comments seen as mocking Christine Blasey Ford's testimony https://t.co/35LWNfMn3W https://t.co/bsHyvXpzEL",57
282,56,@CNN,0.077,0.626,0.296,0.7391,2018-10-03 20:36:00+00:00,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that: https://t.co/IZ6RkVi9Ch https://t.co/7vWFNwYIAa",56
99,19,@nytimes,0.109,0.891,0.0,-0.296,2018-10-03 20:36:05+00:00,"China may be stepping back from the free-market, pro-business policies that transformed it into the world’s No. 2 economy https://t.co/1wiVYUEnsH",19
277,55,@CNN,0.109,0.763,0.129,0.2263,2018-10-03 20:41:08+00:00,"A Texas hospital has declared 9-year-old Payton Summons brain-dead. Her family has argued that she still has life.

Now, the girl's parents are fighting to keep her on life support while seeking another hospital to care for her. https://t.co/EM0Uu9IZNY https://t.co/usHEGfzsJF",55
272,54,@CNN,0.091,0.909,0.0,-0.34,2018-10-03 20:46:27+00:00,RT @cnnbrk: The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White House for Presid…,54
267,53,@CNN,0.119,0.881,0.0,-0.3182,2018-10-03 20:46:43+00:00,"RT @CNNPolitics: Democratic Sen. Kamala Harris says she is ""embarrassed"" President Trump mocked Brett Kavanaugh's accuser Christine Blasey…",53
94,18,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 20:50:05+00:00,"GM's self-driving car unit has raised billions from outsiders, though it has not yet produced a vehicle. https://t.co/LybxYqHxnI",18
262,52,@CNN,0.0,1.0,0.0,0.0,2018-10-03 20:51:01+00:00,Why Susan Collins is in a very unfamiliar place on the Kavanaugh vote | Analysis by @CillizzaCNN https://t.co/zY9MtOwwVd https://t.co/sWgjTher1a,52
193,38,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 20:55:59+00:00,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' allegations; @KristinaParts reports. @TeamCavuto https://t.co/mN4wAWFZuo https://t.co/4RLMXYF3SO",38
257,51,@CNN,0.071,0.86,0.069,0.2263,2018-10-03 21:01:02+00:00,"A CBS executive has been placed on leave after multiple individuals spoke to CNN accusing the senior vice president of talent for CBS Televisions Studios, Vincent ""Vinnie"" Favale, of using sexual and homophobic language in the workplace https://t.co/inB7RAYOjh https://t.co/IvoPdvdv8O",51
188,37,@FoxNews,0.0,0.909,0.091,0.0772,2018-10-03 21:04:40+00:00,Illinois congressmen want Pritzker under federal investigation over 'improper' tax breaks he received. https://t.co/wUHY6TQDlK,37
89,17,@nytimes,0.362,0.638,0.0,-0.8687,2018-10-03 21:05:05+00:00,"Obscene photos. Vulgar texts. Dancers forced to leave. New York City Ballet is facing a #MeToo reckoning in its most difficult moment yet. 
https://t.co/bOUosbL5fC",17
252,50,@CNN,0.0,1.0,0.0,0.0,2018-10-03 21:09:05+00:00,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allowing it to skip the crowded runway and land in city waterways. https://t.co/mntyNxeuY2 https://t.co/XApIcw12tA",50
183,36,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 21:09:58+00:00,"Oklahoma principal used ‘unreasonable force’ when paddling students, affidavit alleges. https://t.co/gCuomnXAQm",36
247,49,@CNN,0.0,0.822,0.178,0.8024,2018-10-03 21:11:05+00:00,"""It wasn't until I read -- and reread -- Ford's account that I gained some sort of clarity. I felt in my bones that I had to take action.""

Christine Blasey Ford inspired me to break my silence, writes Naomi Seligman via @CNNOpinion https://t.co/8AKhV2FYC3 https://t.co/OwbKV0sPpT",49
242,48,@CNN,0.0,0.843,0.157,0.6808,2018-10-03 21:14:30+00:00,Progressive activists and other left-leaning outside groups are ramping up their efforts to convince a bipartisan band of swing senators to vote against the confirmation of Supreme Court nominee Brett Kavanaugh https://t.co/ILuUEmJQbu https://t.co/5bnVdh7hcg,48
237,47,@CNN,0.126,0.874,0.0,-0.3818,2018-10-03 21:16:27+00:00,"RT @TheLeadCNN: Donald Trump's hair is ""a living breathing creation,"" argues cartoonist Garry Trudeau, who's been satirizing the President…",47
84,16,@nytimes,0.0,0.788,0.212,0.7351,2018-10-03 21:17:02+00:00,"RT @katierogers: As she makes her first big solo trip abroad, Mrs. Trump seems ready to show another side of herself: the happy one. https:…",16
232,46,@CNN,0.176,0.603,0.221,0.4588,2018-10-03 21:21:05+00:00,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical care at a privately run California ICE detention facility -- findings that investigators warn pose significant health and safety risks https://t.co/0XTtO1ZAHS",46
178,35,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 21:24:10+00:00,Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT8h,35
227,45,@CNN,0.083,0.917,0.0,-0.5859,2018-10-03 21:26:05+00:00,"Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake of The New York Times report that says Trump helped ""his parents dodge taxes"" in the 1990s, including ""instances of outright fraud"" https://t.co/CnAjMq34vT",45
173,34,@FoxNews,0.124,0.876,0.0,-0.34,2018-10-03 21:29:52+00:00,".@JesseBWatters: ""Senate investigators are looking for the facts. Unfortunately for Democrats, they don't have any facts."" #TheFive https://t.co/78LFdeTAQA",34
222,44,@CNN,0.126,0.805,0.069,-0.3612,2018-10-03 21:31:03+00:00,"The ""Vice"" trailer features a nearly unrecognizable Christian Bale, an actor famous for his over-the-top transformations, playing former Vice President Dick Cheney https://t.co/WkHCaDFq2j https://t.co/XWaPDrcH0E",44
79,15,@nytimes,0.078,0.922,0.0,-0.3182,2018-10-03 21:32:06+00:00,A journalist sharply critical of Saudi Arabia's leadership entered the kingdom's consulate in Istanbul on Tuesday to get a document he needed for marriage. He hasn't been seen since. https://t.co/nDHRQNO6a8,15
217,43,@CNN,0.065,0.861,0.074,-0.1531,2018-10-03 21:41:05+00:00,"The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a century later could be an important step toward reconciliation. 

""This is a matter of basic human decency,"" Mayor G.T. Bynum says. https://t.co/N577lLwemL",43
168,33,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 21:44:21+00:00,"Georgia mom snuck alcohol into movie theater via son's sippy cup, according to a report. https://t.co/c4GjuglvKm",33
74,14,@nytimes,0.068,0.932,0.0,-0.296,2018-10-03 21:47:02+00:00,"No mo' MoMaCha: A judge says that a New York cafe must change its name after the Museum of Modern Art, also known as MoMA, says the cafe infringed upon its trademark. https://t.co/E1WcfaYvHx",14
212,42,@CNN,0.118,0.882,0.0,-0.5283,2018-10-03 21:51:42+00:00,"GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at a rally Tuesday night, adding that he ""would tell him to knock it off"" https://t.co/UqVe4ND6cT https://t.co/Odi07s0T3c",42
163,32,@FoxNews,0.274,0.726,0.0,-0.5267,2018-10-03 21:54:06+00:00,Connie Chung claims she was sexually assaulted during college. https://t.co/2kw3L0HfjP,32
207,41,@CNN,0.107,0.794,0.099,-0.0516,2018-10-03 21:55:18+00:00,"RT @CNNSitRoom: ""The reason why President Trump's comments were so disgraceful, is because he was mocking a survivor, and it wasn't just ab…",41
202,40,@CNN,0.115,0.769,0.115,0.0,2018-10-03 21:59:34+00:00,Barnes &amp; Noble stock jumped more than 20% after the board said it would consider a sale of the troubled company https://t.co/V9YcAKEERE https://t.co/SXzlcyFtqs,40
197,39,@CNN,0.083,0.917,0.0,-0.4588,2018-10-03 22:01:08+00:00,"Melania Trump spent her second day in Ghana touring a former slave outpost and learning about some of the country's tragic past, as part of her first solo trip abroad as first lady https://t.co/zyxROT5qcf https://t.co/nIjIjujSBy",39
158,31,@FoxNews,0.0,0.682,0.318,0.4939,2018-10-03 22:02:05+00:00,Fox News Poll: Republicans make gains in top Senate races https://t.co/H0mbk87h3U,31
69,13,@nytimes,0.113,0.806,0.081,-0.2023,2018-10-03 22:02:40+00:00,"RT @nytopinion: Threats have been building for the last year against to the E.P.A.'s Office of Children’s Health Protection, which plays a…",13
153,30,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:07:11+00:00,"South Carolina shooting injures 3 deputies, 2 officers, report says https://t.co/D1ozKHYx5N",30
148,29,@FoxNews,0.083,0.83,0.087,0.0258,2018-10-03 22:12:13+00:00,".@MikeEmanuelFox: ""Security is tight and tension is rising as the Senate prepares to start the clock on Judge Brett Kavanaugh's confirmation process."" #SpecialReport https://t.co/0450PUpD3T https://t.co/x0RVTfUwvO",29
192,38,@CNN,0.099,0.901,0.0,-0.296,2018-10-03 22:17:30+00:00,"BREAKING: Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A suspect is in custody. https://t.co/0q5vOyvNxD",38
64,12,@nytimes,0.0,0.72,0.28,0.9349,2018-10-03 22:17:46+00:00,"By Nov. 22, 1997, Donald Trump and his siblings owned nearly all of their father’s real estate empire free and clear of estate taxes. How did they do it? A special type of trust with a clunky acronym: GRAT, short for grantor-retained annuity trust: https://t.co/XrFWdg8ZQe https://t.co/kSt93u4x4T",12
143,28,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:18:28+00:00,"DEVELOPING: South Carolina shooting injures 3 deputies, 2 officers, reports say. https://t.co/luZHpKa9sg https://t.co/7CHOCIYlmR",28
187,37,@CNN,0.162,0.838,0.0,-0.4767,2018-10-03 22:21:03+00:00,Trump fine-tunes his campaign attack on the #MeToo movement | Analysis by CNN's Z. Byron Wolf https://t.co/8U6LST4yqD https://t.co/svGgZN76FR,37
138,27,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:22:00+00:00,".@SecPompeo pulls out of treaty with Iran, in response to UN court ruling; @RichEdsonDC reports. #SpecialReport https://t.co/h63tkYToqx https://t.co/ciPmHyGCzQ",27
133,26,@FoxNews,0.231,0.769,0.0,-0.3818,2018-10-03 22:29:51+00:00,.@GOPChairwoman: Midterm elections are no time to stay home. Complacency will be costly https://t.co/YmabsRfFSm,26
182,36,@CNN,0.0,0.87,0.13,0.34,2018-10-03 22:31:04+00:00,Education Secretary Betsy DeVos' security detail is estimated to cost $1 million more in 2019 https://t.co/NH8UFiU30E https://t.co/LkRmwSLRxp,36
59,11,@nytimes,0.0,0.748,0.252,0.7506,2018-10-03 22:32:07+00:00,RT @nytopinion: 650+ law professors (and counting) believe Brett Kavanaugh lacks the judicial temperament to be approved to the Supreme Cou…,11
177,35,@CNN,0.054,0.894,0.052,-0.0258,2018-10-03 22:33:33+00:00,Actress Molly Ringwald will be on Full Circle to talk about reevaluating ‘Sixteen Candles’ and her other iconic '80s movies in the wake of the Brett Kavanaugh accusations and the #MeToo movement. Join us now on Facebook Watch: https://t.co/8Jc9Sr34m2 https://t.co/qervumHt01,35
172,34,@CNN,0.069,0.882,0.05,-0.1779,2018-10-03 22:35:13+00:00,"A subject believed to be connected to suspicious letters sent to President Donald Trump and top Pentagon officials was taken into custody by federal law enforcement in Utah, a federal law enforcement official told CNN https://t.co/wmxOQfDBMD",34
128,25,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:37:23+00:00,"More than 1 in 3 American adults eat fast food on a given day, CDC survey finds https://t.co/2AuRqTmd58",25
167,33,@CNN,0.0,1.0,0.0,0.0,2018-10-03 22:40:29+00:00,"RT @CNNSitRoom: ""There are witnesses who can corroborate, and possibly substantiate, those kinds of allegations, that still have not been i…",33
162,32,@CNN,0.0,1.0,0.0,0.0,2018-10-03 22:41:04+00:00,"In Trump's family, the apple never really fell | By Edward McCaffery via @CNNOpinion https://t.co/YdbJNF46QA https://t.co/q5Z2zFXIi3",32
123,24,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:41:07+00:00,"RT @foxnewspoll: NEW:  How incumbent #SenateDemocrats vote on #Kavanaugh could tip tight races:

#JoeDonnelly in #Indiana
#HeidiHeitkamp in…",24
157,31,@CNN,0.0,0.872,0.128,0.296,2018-10-03 22:42:34+00:00,Neighbors have been helping a wheelchair-bound woman get into bed every night for 10 years https://t.co/7tWaUUJsge https://t.co/guBDfxwXZa,31
118,23,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:43:52+00:00,.@newtgingrich: The midterm elections aren't really about Trump – We're at a major turning point in our history https://t.co/3dPNnOS2yR,23
54,10,@nytimes,0.055,0.945,0.0,-0.4003,2018-10-03 22:45:04+00:00,"""The real-world and social-media combat we’ve been in for the past two years over what kind of country this is — who gets to live in it and bemoan (or endorse!) how it’s being run — have now shown up in our beefs over culture."" writes Wesley Morris. https://t.co/MYCUr8OCS2",10
113,22,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 22:50:18+00:00,President @realDonaldTrump is looking to drive people to the polls in November. @BretBaier takes a look at how @POTUS will impact the midterm elections. #SpecialReport https://t.co/LaME4QrgTG https://t.co/HGuBlLSHh1,22
152,30,@CNN,0.116,0.884,0.0,-0.2732,2018-10-03 22:50:39+00:00,The internet industry is suing the state of California over its days-old net neutrality law https://t.co/zDsXRtsQTc https://t.co/FJcB6FVwkB,30
147,29,@CNN,0.0,0.697,0.303,0.7269,2018-10-03 22:51:06+00:00,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/akuFFSU4pA https://t.co/LoIClaKDou,29
108,21,@FoxNews,0.154,0.846,0.0,-0.25,2018-10-03 22:54:18+00:00,Philadelphia Flyers mascot Gritty's likeness wears Antifa logo at anti-Trump protest https://t.co/WxvMuLlN1L,21
103,20,@FoxNews,0.168,0.701,0.131,0.0516,2018-10-03 22:57:06+00:00,Firefighters in Nevada rescued three little bears after they got stuck in a dumpster looking for a midnight snack. https://t.co/Wb3btufVtA,20
142,28,@CNN,0.159,0.732,0.11,-0.1531,2018-10-03 22:57:36+00:00,"The allegations made against Supreme Court nominee Brett Kavanaugh have dredged up emotions for many. President Trump himself faces a list of accusations, which he has denied. https://t.co/uG8WkNaHdU",28
137,27,@CNN,0.131,0.655,0.214,0.34,2018-10-03 23:00:00+00:00,A 'Stop Kavanaugh' vigil is happening outside the Supreme Court. Watch live: https://t.co/cHVi0oaTEG https://t.co/Wu2ODUU7Xt,27
132,26,@CNN,0.0,0.904,0.096,0.5106,2018-10-03 23:01:07+00:00,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

Angela Merkel - 52%
Xi Jinping - 34%
Vladimir Putin - 30%
Donald Trump - 27%

https://t.co/fvCBSzU42i",26
98,19,@FoxNews,0.337,0.663,0.0,-0.6808,2018-10-03 23:01:28+00:00,"Utah man arrested in ricin probe after suspicious mailings to Trump, Pentagon https://t.co/4QP981n36r",19
49,9,@nytimes,0.0,0.814,0.186,0.7506,2018-10-03 23:02:02+00:00,"In Opinion

650+ law professors (and counting) signed a letter saying that Brett Kavanaugh lacks the judicial temperament to be approved to the Supreme Court. Read their letter explaining why. https://t.co/T7LcnU7mgh",9
93,18,@FoxNews,0.148,0.852,0.0,-0.3818,2018-10-03 23:06:12+00:00,GOP senators slam Dems' 'baseless innuendo' over previous Kavanaugh background checks; source calls claims a 'joke' https://t.co/nR2DYk0hhT,18
127,25,@CNN,0.167,0.833,0.0,-0.5574,2018-10-03 23:06:35+00:00,"One of the five law enforcement officers shot in South Carolina has died, Florence County coroner says https://t.co/cjUoBUmePV https://t.co/Oomg2ISOuv",25
122,24,@CNN,0.147,0.853,0.0,-0.4226,2018-10-03 23:07:56+00:00,Getting caught doing yoga on a paddleboard is not a good look for someone claiming disability. A Seattle man learned this lesson the hard way. https://t.co/UpW7FafTcg https://t.co/1ZfWjBPbgG,24
88,17,@FoxNews,0.14,0.751,0.109,-0.296,2018-10-03 23:09:56+00:00,".@BenShapiro: ""No good person is going to want to go into politics knowing that they could just be destroyed at a moment's notice by any allegation of any sort brought by anybody."" #TheStory https://t.co/RPlNWHLIBu",17
117,23,@CNN,0.069,0.931,0.0,-0.3182,2018-10-03 23:13:33+00:00,"Democratic Sen. Kamala Harris says she is ""embarrassed"" that President Trump mocked Brett Kavanaugh's accuser Christine Blasey Ford: ""It's mean ... and it is completely without any level of empathy"" https://t.co/QBY0RmB897 https://t.co/DucUmp161u",23
112,22,@CNN,0.0,0.914,0.086,0.128,2018-10-03 23:16:06+00:00,"What exactly is Jeff Flake looking for? | By Page Pate, CNN legal analyst, via @CNNOpinion https://t.co/47hSHc5muV https://t.co/PmnYqVIQ4U",22
44,8,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 23:17:07+00:00,Evening Briefing: Here's what you need to know at the end of the day https://t.co/dTRMCcnXx5,8
83,16,@FoxNews,0.14,0.86,0.0,-0.4767,2018-10-03 23:18:22+00:00,"BREAKING: Man arrested in GOP doxxing case is congressional staffer who worked for Rep. @JacksonLeeTX18, other Dems, sources say. https://t.co/HdpYuOdEVL",16
107,21,@CNN,0.0,0.966,0.034,0.128,2018-10-03 23:26:03+00:00,"What do spilled ice cream, stranded pirates and cartoon airstrikes have in common? They are all part of a new animated video produced by the Department of Defense that is intended to explain what the US military does and how it is organized. https://t.co/UGtdyds20Y https://t.co/qjVHXyYRHu",21
78,15,@FoxNews,0.104,0.595,0.301,0.6085,2018-10-03 23:26:43+00:00,"UNC Charlotte ex-quarterback Kevin Olsen found not guilty of rape, other charges, report says. https://t.co/exQd9BPMKH",15
39,7,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 23:27:02+00:00,"RT @kchangnyt: One day after Donna Strickland became the third woman to receive a physics Nobel, Frances Arnold of Caltech is just the fift…",7
102,20,@CNN,0.0,0.946,0.054,0.2617,2018-10-03 23:31:05+00:00,"Toys ""R"" Us may be coming back.

The company closed all of its US stores in June as part of a bankruptcy liquidation. But the owners of the company's remaining assets are looking into restarting the business. https://t.co/sv93K7jnV9",20
73,14,@FoxNews,0.085,0.811,0.104,0.128,2018-10-03 23:34:41+00:00,"A suspect was in custody after an ""active shooter incident"" in Florence, South Carolina on Wednesday reportedly left five law enforcement officers wounded. https://t.co/abB8WHvtep",14
97,19,@CNN,0.081,0.806,0.114,0.2263,2018-10-03 23:36:23+00:00,RT @OutFrontCNN: “Shame on them.” Former FBI Sr. Intelligence Adviser Philip Mudd says no one ought to be discussing what was found in past…,19
68,13,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 23:39:02+00:00,.@JesseBWatters: Ford's Ex-Boyfriend's Sworn Letter 'Riddled With Bombshells' https://t.co/DZzWa2GVST,13
11,2,@CBS,0.0,0.682,0.318,0.7906,2018-10-03 23:39:03+00:00,.@Ranker is ranking the best CBS shows of all time. Did your favorites make the list? https://t.co/D3ZrfZK0Q9,2
92,18,@CNN,0.0,0.72,0.28,0.765,2018-10-03 23:39:26+00:00,Why Sen. Bob Menendez is still favored to win in New Jersey | Analysis by CNN's Harry Enten https://t.co/WjE7psGmuj https://t.co/wz7uSIz7yD,18
34,6,@nytimes,0.0,0.925,0.075,0.296,2018-10-03 23:41:03+00:00,How will the outcome of the 2018 midterm elections directly impact college students? Join political correspondent @alexburnsNYT and Senator Bernie Sanders as they discuss what’s at stake. https://t.co/svHV8h9gRv,6
87,17,@CNN,0.058,0.895,0.047,-0.1027,2018-10-03 23:41:25+00:00,"""Brett Kavanaugh's chances of being confirmed are lower today than they were yesterday as a result of President Trump,"" says former Reagan White House official Linda Chavez, who calls Trump's tone on Tuesday night ""disgusting."" https://t.co/9P18Ux5P0F https://t.co/evLxRBPvul",17
82,16,@CNN,0.133,0.867,0.0,-0.5927,2018-10-03 23:44:05+00:00,Richard Ojeda is not a typical Democratic congressional candidate. He voted for Trump. But now he's running as his foe in West Virginia's coal country. https://t.co/TUsLt5OCMT https://t.co/tFM5wgrd4g,16
63,12,@FoxNews,0.147,0.853,0.0,-0.4767,2018-10-03 23:44:28+00:00,U.S. Capitol Police have arrested a Democratic congressional staffer for doxxing Republican senator's personal information. @tracegallagher reports. #TheStory https://t.co/av2fl9FQry https://t.co/sVDg1cTrr6,12
6,1,@CBS,0.0,1.0,0.0,0.0,2018-10-03 23:45:21+00:00,@suferah_khan https://t.co/hkLN6VK6WI,1
77,15,@CNN,0.118,0.882,0.0,-0.5859,2018-10-03 23:46:02+00:00,"An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance revealing either blue powder for a boy, or pink powder for a girl. His actions led to the Sawmill Fire, a 47,000-acre wildfire in Arizona. https://t.co/koUayBAnKQ",15
72,14,@CNN,0.0,1.0,0.0,0.0,2018-10-03 23:46:35+00:00,RT @OutFrontCNN: Democratic Senator @RonWyden tells anchor @KateBolduan that President Trump’s speech last night was “unpresidential” becau…,14
67,13,@CNN,0.0,0.896,0.104,0.4215,2018-10-03 23:46:47+00:00,"Busting a move to ""Dancing Queen"" onstage during her speech may have saved British Prime Minister Theresa May's political skin, writes @janemerrick23 for @cnnopinion: https://t.co/sJllQe3deG https://t.co/jpwJJOtgGX",13
58,11,@FoxNews,0.412,0.588,0.0,-0.7906,2018-10-03 23:48:03+00:00,"UPDATE: South Carolina shooting leaves 1 officer dead, 4 others injured, official says. https://t.co/E9dfV8lD7G",11
29,5,@nytimes,0.208,0.792,0.0,-0.6124,2018-10-03 23:51:03+00:00,RT @nytpolitics: Are bar fights a rite of passage? The Brett Kavanaugh nomination has sparked an odd debate on social media. https://t.co/L…,5
53,10,@FoxNews,0.0,1.0,0.0,0.0,2018-10-03 23:55:00+00:00,"Five Hepatitis A cases linked to New York state restaurant, official says. https://t.co/a1AN5SOgUj",10
62,12,@CNN,0.0,0.815,0.185,0.5106,2018-10-03 23:59:46+00:00,"RT @AC360: Brett Kavanaugh’s Yale roommate breaks his silence, sharing new details from their college days: The exclusive interview with @a…",12
57,11,@CNN,0.099,0.847,0.054,-0.4124,2018-10-04 00:01:00+00:00,"Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you healthier, but the science behind the standing desk might not stand up to criticism. https://t.co/hPBKkHPULZ https://t.co/Sxi7NBCvsn",11
48,9,@FoxNews,0.158,0.842,0.0,-0.4939,2018-10-04 00:02:30+00:00,"Trump's Census Bureau nominee quizzed on ID'ing of noncitizens, as Dems fear major hit to voter base. https://t.co/0GLwCb4vIy",9
43,8,@FoxNews,0.153,0.847,0.0,-0.6705,2018-10-04 00:02:43+00:00,"Update on deadly officer shooting in Florence County, SC. One police officer was killed and four others law enforcement officers were wounded. https://t.co/sW38p2kjK7

(Courtesy: WPDE) https://t.co/fnOso5fjxi",8
24,4,@nytimes,0.0,1.0,0.0,0.0,2018-10-04 00:06:03+00:00,Everything you need to know going into the winner-take-all American League wild-card game https://t.co/DWWXK7L7AM,4
